id,sentence1,domain,label
211,Working with artists & culture is key to weave through the efforts we're doing #grassroots #SemST,climate,none
212,"@user - Yet another I #pray in my ""own"" way day re #why I'm online, that #important this I know! ""Regards"" Dion #peace #Future #SemST",climate,none
213,We could do something...the question is will we says @user #sustainability #SemST,climate,favor
214,"Without a place for feeding, mating and giving birth, there is no future for polar bears :( #SemST",climate,favor
215,Climate change is a solvable problem but we need to start today. #HHDL80 #SemST,climate,favor
216,Considering moving yo Antarctica as thats the only way I could possibly become more #chill #SemST,climate,none
217,. @user Well-designed tax policies can help fix a number of environmental issues #ITDconf #COP21 #SemST,climate,favor
218,Scorching summers for UK by end of the century! Thank Rocks I won't be here to suffer them! :-)  #SemST,climate,favor
219,@user - You are not very smart Donald #SemST,climate,none
220,@user He's not perfect. Who among us is?  ;-)  #encyclical #SemST,climate,none
221,"As a general rule, mandatory things of all kinds should be refused. #vaccines #gmo #science #bees #fitness #sb277 #nutrition #SemST",climate,none
222,V @user V @user The Biggest Story In World Podcast @user @user @user of @user STUPIDITY And IGNORANCE! #SemST,climate,none
223,GlblWarmingNews And the tooth fairy might be causing kids to lose teeth! #carbontaxscam #Chemtrails #SemST,climate,against
224,"@user - feel! I'll bin this one & upload a newer mix in a few days see which version you like better, re's D #peace #SemST",climate,none
225,@user #innovation of super converter on fishing boat w/ no more use of fossil fuel is looking for funding scheme in #SemST,climate,favor
226,Fossil fuel divestment won't necessarily stop climate change but it is a step in the right direction. #keepitintheground #SemST,climate,favor
227,@user @user Funny how you all of a sudden refer to him as a weatherman now  #climatechange...weather. #SemST,climate,favor
228,"Second heatwave hits NA NW popping up everywhere, and floods too, record wildfires in canada, what a mess,  time up! #SemST",climate,favor
229,@user CONGRATULATIONS to the DUTCH!!!!!!! GOOD WORK!!!!!! #Change #SemST,climate,none
230,"The #greatman @user met #greatman David Attenborough & change seems possible, attainable. Listen up! #Attenborobama #SemST",climate,favor
231,"Yo if you live in the United States right now, and do not believe in Global Climate Change, you're a fucking idiot. #fact #SemST",climate,favor
232,#FF @user @user @user @user & @user Work for a #green energy future. #SemST,climate,favor
233,@user @user Installing new #ForestFire navigation systems? #NoKinderMorgan #NoTarSands #cdnpoli #SemST,climate,none
234,Wish everyone wasn't so pale this season #suntan #babyoil #TheBachelorette #SemST,climate,none
235,"Feeling like #SCOTUS got it right, right, right ... then very wrong. Sigh. #Climatedenial #SemST",climate,favor
236,Did u know th #SCOTUS is 2 Decide If #Coal Plants Can Keep #Emitting Unlimited #Mercury 2 r atmosphere? #POTUS #Gop #Justices #SemST,climate,favor
237,Why is nothing being done about  #SemST,climate,none
238,"Delivering good jobs for Albertans, maintaining a stable economy & meeting climate change strategy. Good goals. #abpoli #GHG #SemST",climate,favor
239,"I bet as a species, Man farts more today due to: Soda, Carbonated Beverages & Fast Food than any other recorded era before. #SemST",climate,none
240,"Islamists kill in France, Tunisia and Syria. But let's remember that our greatest threat is from the #hoax formerly known as #SemST",climate,none
241,"Went for a run, now I can't feel my legs and my brain feels like it's boiling. #SemST",climate,none
242,@user He Is psychic 2  Huh #SemST,climate,none
243,"@user no surprise with this, @user has some ideas on how to take a holistic approach #circulareconomy #SemST",climate,none
244,"@user @user excellent speech! Well done. showed ur video to Birdie,she is ready to be part of the change. #rise #SemST",climate,none
245,@user @user we're way behind everybody on just about everything  #gaymarriage #asylumseekers #SemST,climate,none
246,@user my lawn is burnt two days after rain #yeg #SemST,climate,none
247,The best call still and will always be Matt in Cleveland. #KirstieAllie #ValKilmer #SemST,climate,none
248,"@user , before we can defeat ISIS we first must defeat #SemST",climate,none
249,@user the real question is do you feel safe driving a Prius through Harrison?  #SemST,climate,none
250,Why all talks #Rainforests? 1/6 of the World Russia is not less important ! #DoctorCarbon Advocate #sustainability !   #SemST,climate,favor
251,"Obama & Attenborough brilliant, heart felt & honest  Why can't we have such a discussion here in Oz  #renewables #abc #auspol #SemST",climate,favor
252,"China, I had plans to work on other things today. Rude. #EUChina #SemST",climate,none
253,If ther clmate change alarmists come out in sept this year and tell me this was the hottest winter on record ill go postal #SemST,climate,against
254,"@user I'm with you there, plenty of followers on that do to #environment #greenvegans #plugging #SemST",climate,favor
255,Why is there no #CaptainPlanet movie??? Rt if u want one. #environment #planet #earth #SemST,climate,none
256,@user @user Yea Yea Yea Yea #Smackoff #ValKilmer #SeeingWonder #BumSmack #SemST,climate,none
257,Pope Francis really makin the rounds  #PopeFrancis #SemST,climate,none
258,U.S. Should hold referendum prior to Paris talks to gauge American support for dealing (hopefully leading) on #SemST,climate,none
259,RedScareBot: Simple Malarkey RT gingerdr Global Warming/Climate Change all a HOAX. Communist agenda for control #sustainabil... #SemST,climate,against
260,#heatstroke in Sind & Rajasthan temperature Incresng in frozen areas #earthquake rain shower reduced A massive climate change #SemST,climate,favor
261,(1/2) Poisoning of the #Biosphere cannot be dealt with by free market economics;  #TaxWallStreet #Environment #GMO #SemST,climate,favor
262,As the world emitted CO2 water vapour built up in the atmosphere and caused the Lord to send the flood in retribution #bible #SemST,climate,favor
263,"Top-down approach is not only the solution , global governments must act together with global community against #SemST",climate,favor
264,"President Tong tells story of vulnerability & resilience of #Kiribati, #Maldives & other low-lying states & SIDS #Action2015 #SemST",climate,none
265,' taking a stand to preserve traditional sea levels' #SemST,climate,favor
266,There use to be a glacier on the equator. #SemST,climate,favor
267,"Need to separate natural disasters from man made disasters, emphasise polluter pays,and need for loss and damage. #TuvaluPM  #SemST",climate,favor
268,Australia...your turn to watch Obama & Attenborough @user #SemST,climate,none
269,"Monsignor Sanchez Sorondo: ""Earth is sick. We need to heal it. #SemST",climate,favor
270,Sea level rise by the end of the century (1-2 meters) will drown SF airport and LA port. @user #WithCompassion #SemST,climate,favor
271,"Raining again then Im sure, it wi suddenly get warm again right after. #SemST",climate,favor
272,We're growing vegetables at home. Tell your friends and followers what you're doing for climate! #myChangeForClimate #SemST,climate,favor
273,#Mission:#Climate @ home > Defrost old fridges and freezers regularly #Tip #LoveOurPlanet #SemST,climate,favor
274,"LED lights, water saving toilets, showerheads, appliances etc. when we renovate, we choose efficient.   #myChangeForClimate #SemST",climate,favor
275,"Last time I checked, Al Gore is a politician, not a scientist.. #WCS15 #SemST",climate,against
276,Government trusts you to listen to the narrative but never enough to let you see the proof... #SemST,climate,none
277,@user Kudos to these young people! Next generation of activists! #OnlyOneEarth #SemST,climate,favor
278,"I'm blowing AC with the top off, in the middle of the night, in Oregon.. #SemST",climate,favor
279,We need integrated #science with #indigenous knowledge to understand & adapt to  #CFCC15 #SemST,climate,favor
280,Water temperature off the Atlantic  coast is in the 80s in June. We are like proverbial frogs in boiling water #climate #SemST,climate,favor
281,BrettGarrot: BrettGarrot: GlblWarmingNews And the tooth fairy might be causing kids to lose teeth! #carbontaxscam #Chemtrails #SemST,climate,against
282,"The + 1 is a #democratic dip in ""deeper waters"" & no more re #why I'm here, regards Dion #peace #Democracy! #Goal? #Future??? #SemST",climate,none
283,When your wearing sweaters in the summer #SemST,climate,favor
284,@user @user  The Snow is melting? #TCOT #SemST,climate,none
285,"A high emissions scenario would be a disaster for marine life, as well as for ourselves - Dr Williamson #SemST",climate,favor
286,@user afterwards can they call @user and advise him he needs to act on #auspol #SemST,climate,none
287,Just read Scalia's idiotic opinion overturning the EPA's carbon emissions limits. Planning to spend day in a seething rage. #SemST,climate,favor
288,"Cause and Effect - Dry conditions, wildfires.  #Preventable #HumanCaused #SemST",climate,favor
289,Most people say that it is the intellect which makes a great scientist. They are wrong: it is character. ~ Albert Einstein  #SemST,climate,none
290,"Appropriate that I'd watch the Futurama episode ""Crimes of the Hot"" before the hottest weekend so far this summer. #futurama #SemST",climate,none
291,"#Mission:#Climate @ home > Pass your magazines on to a friend, hospital, library, or nursing home. (by @user #Tip #SemST",climate,favor
292,People at the bar bitching about the heat and drought. No one utters the words #fossilfuel caused #elephantintheroom #denial #SemST,climate,favor
293,"At what point do we rename summer ""The Rainy Season""? #Cdnpoli #SemST",climate,favor
294,"So, its 20 degrees celcius in mendoza argentina beginning of winter  #mendoza #SemST",climate,favor
295,"Around 1500 new homes being built every year in England in areas at high risk of #floods, adding to risk from #UKClimate2015 #SemST",climate,favor
296,"BREAKING: This just in, an ocean wave just broke an inch further on the beach than normal! #SemST",climate,against
297,#Netherlands just taught the rest of the world a very important lesson.  #SemST,climate,none
298,@user The French? you mean the nation that builds tanks with a rear view mirror and six gears in reverse. #SemST,climate,none
299,#AnnapurnaVancheswaran says it took 2 years to cut through the #bureaucracy & speak to Indian #government about #pivotal15 #SemST,climate,none
300,Great to hear @user @user remind us #diversity needed for best #innovation #ESS15 #americaknowshow #SemST,climate,none
301,"#AskRobertRedford Beyond the national level, what can be done on the individual level to mitigate the effects of #SemST",climate,favor
302,Eating a cow is 9x worse than eating a chicken in terms of CO2 emissions. #SemST,climate,favor
303,@user OK yeah that's bad... but Vancouver literally never used to get this hot #laudatosi' #SemST,climate,favor
304,A Dutch court has ruled that the gov must cut emissions under human rights law! Interesting. #climatejustice2015 #SemST,climate,favor
305,Just got canvassed! Hope you'll join me in supporting @user this summer! #solar #peoplepower #SemST,climate,favor
306,Go Dutch New meaning: citizens take their governments to court to make them act on climate promises #Hague #Hope #COP21 #SemST,climate,favor
307,It's hotter in Oregon then it is in California right now. #SemST,climate,favor
308,"Clean technology, this is your moment #innovation #technology #davidattenboroughismyhero #SemST",climate,favor
309,@user @user Maybe they just misused their resources and their societies collapsed #deforestation #SemST,climate,favor
310,I Like learning in depth about nutrition/health @user @user #Disease #westerndiet  #Health   #agriculture  #SemST,climate,none
311,"Global Warming! Global Warming! Global Warming!  Oh wait, it's summer.  #SemST",climate,against
312,"@user Higher sea levels & temperature, glacial retreat, warmer oceans, extreme weather events. Plenty of evidence. #SemST",climate,favor
313,@user my priority is to address #SemST,climate,none
314,#Mission:#Climate @ home > Opt for reusable bags instead of plastic bags (by @user #Tip #ActOnClimate #SemST,climate,favor
315,Pupils in P5-7 from Lincluden Primary are participating in Carbon Busters Project 2015-2016! #LearningForSustainability #SemST,climate,favor
316,There are a lot of things that need to be done. But first should be changing our mindset.  #WaterManagement #SemST,climate,favor
317,@user That is one of the most INSANE and DELUSIONAL quotes I've ever seen.  #tcot #tlot #SemST,climate,none
318,I don't  care why the globe is warming. I just want to stop it before there is irreparable harm #fuckpolitics #sciencerules #SemST,climate,favor
319,@user  #climatehealth report says we need ambitious programme like Marshall plan or Apollo mission to tackle climate change #SemST,climate,favor
320,"The natural world is part of our inheritance, we have to protect it  @user with @user on #BBC #Earth #SemST",climate,favor
321,#SEBAMM #SEB2015: Prtner explains the work of the #IPCC #SemST,climate,none
322,"QT @user ""I don't have much patience for anyone who denies that this challenge is real."" 1/2 #SemST",climate,none
323,@user well they should! Why do you think people in Karachi r dying? because we don't care about our environment! #SemST,climate,favor
324,Have never been so outrageously grateful for a slight cool breeze drifting over my body. Is this the future? #nakedtimes #SemST,climate,favor
325,If sea levels get any higher flooding in lowlands could become dire. #SemST,climate,favor
326,"First listen, then conviction, next action - Dali Lama on #Glasto2015 #SemST",climate,none
327,"The same ppl who think Paul spoke ""for God"" when denouncing gays also think the current Pope does not speak for God. #SemST",climate,none
328,@user @user @user We should worry about the state he's going to leave #Australia in. #NBN Fraudband #refugees #SemST,climate,none
329,Inland so cal has been hot and humid all day. This seems to be our summers - muggy. So strange. #SemST,climate,favor
330,"After the Millennials come the Apocalypticals. Thanks, breeders. #overpopulation #SemST",climate,none
331,Greenland's ice is melting faster this summer under a dome of high pressure #SemST,climate,favor
332,"We need to work with confidence, transparence and guided by consensus @user at @user event on #action2015 #SemST",climate,none
333,Population growth is only a problem because humans treat the earth like shit.  #govegan #environment #SemST,climate,favor
334,Do #Catholics follow #God's word or this #Pope's ramblings?  #SemST,climate,none
335,The ruling by @user is a major setback for @user & the environment.  #dirtycoal #SemST,climate,favor
336,The last thing #Australia or the world needs are 2 more vast earth destroying #coal mines! Let's get real and fight  #auspol #SemST,climate,favor
337,@user states the media needs to promote the damage of climate change. How bout you #Bolt? #ForeignCorrespondent #SemST,climate,favor
338,"If ozone science had been ignored by your dad, @user we would be in dire straits right now. Could you thank him for us? #SemST",climate,favor
339,@user @user The human mind is incapable of dealing with that of which it has no experience  #SemST,climate,none
340,Climate change is an emergency. Stop denial and start taking steps. #climatehealth #SemST,climate,favor
341,"@user I suspect that @user may well just prefer to stick to his, erm, principles on this one. #SemST",climate,none
342,"@user not to worry, our real enemy is #Obama #SemST",climate,none
343,Enjoying watching Sir David Attenborough and Obama talk about climate change mitigation #LoveNature #SemST,climate,favor
344,@user @user @user @user @user #EngineeringInnovation. Future Green Tech to deal with #SemST,climate,favor
345,"We cant deny it, its really happening.  #SemST",climate,favor
346,"Macro problems face us all, but people focus on micro problems because they are within our immediate power to fix #SemST",climate,favor
347,Glad for the millions of lives improved this week. Now let's set our sights on helping millions more. #ImmigrationAction #SemST,climate,none
348,@user Time to change the Government! #fracking #C02 #methane #pollution #cancer #health #earthquake #water #leaks #SemST,climate,favor
349,"When the Last Tree Is Cut Down, the Last Fish Eaten & the Last Stream Poisoned, You Will Realize That You Cannot Eat Money #SemST",climate,favor
350,#SpaceX is looking like major litterbug! Do they clean up the debris. It's $1500 if I litter hi-way. Space X #SemST,climate,none
351,Building Renovations. Turn $10MM into $1MMM over time. #business #money #wallstreet #enterprise #entrepreneur #engineering #SemST,climate,none
352,"@user I'll bomb anything I can get my hands on, especially if THEY aren't christian. #graham2016 #GOP #SemST",climate,none
353,If it doesn't warm up soon @user I want my money back on the panels for misselling. #45Minutes #dodgydata #Drtker #SemST,climate,none
354,#SavingMyTomorrow @user why are you guys not promoting this like crazy???? #HBO #SemST,climate,none
0,@user @user is the UK's answer to @user and @user  #GamerGate #SemST,feminist,against
1,@user @user nah abi gonna get married to a rich white guy and gonna give me half of the money when they're divorced #SemST,feminist,none
2,RT @user Look for our latest indiegogo campaign coming out soon to help turn young girls into great leaders. #womensrights #SemST,feminist,favor
3,@user what's so wrong with getting dick? How come when guys do it they're praised for it? YOU SEXIST #SemST,feminist,favor
4,Sehri time seems to be turning into let's get my dad woke. #racepolitics #ableism #Ramadan #SemST,feminist,none
5,and when men can only empathize if they picture their daughter going through the same thing. #SemST,feminist,favor
6,Woman: you see me as a sex object! Me: you see me as an atm. #SemST,feminist,against
7,"@user No one wants to see #Feminists naked, so the petty, vindictive bytches want to drag everyone else down to their level. #SemST",feminist,against
8,We are actually watching a video on radical feminism in history this is the funniest movie ive ever seen #SemST,feminist,against
9,"@user insulting, thinking you can make a switch like that. if it wasn't written for us, it wasn't for us #SemST",feminist,none
10,"#LikeAFeminist if you don't identify as a feminist, clearly you don't love yourself sweetie. #SemST",feminist,favor
11,"@user @user why is men in front of women, you misogynistic pig #SemST",feminist,favor
12,How to spot a fashion-#Feminist - they claim feminism is about equality. Feminist actions demonstrate otherwise. #SemST,feminist,against
13,"With or without this farmer's tan, I bang bare bitches #MisogynistColloquialisms #DontSayBitch #SemST",feminist,none
14,.@cooImemegirl Damn that wage gap! Sneaky men work longer hours in dangerous jobs and get paid for it! #SemST,feminist,against
15,#HowToSpotAFeminist?-> 3 Feminists believe in rape culture instead of their erotomania + delusions of persecution.   #SemST,feminist,against
16,Women should come with a money-back guarantee. If this doesn't work out because you're a dumb bitch I should get my money back. #SemST,feminist,against
17,"As a child, had to 'recycle' own socks from festering laundry heap, as feminist mother says ""I'm not your slave! #SemST",feminist,against
18,I wonder when my feminism top is gonna arrive.. I need a bit of happiness with the stress of studying #collegelife #SemST,feminist,favor
19,"Friendly reminder that the ""Gender Pay Gap"" is a myth. #SemST",feminist,against
20,Staying well informed on sexual violence in the news is important yet often leaves me ranting at screen. #rapeculture #SemST,feminist,favor
21,Why don't you love me Twitter #SemST,feminist,none
22,".@cooImemegirl Feminists believe mothers should have a say over the father's body, his job, and his money. #SemST",feminist,against
23,"Feminists saying they are ""atheists/skeptics"" is quite a contradiction as they worship their own vulva.   #GamerGate #SemST",feminist,against
24,I'm blocked by 4 of the most frequent posters on #YesAllWomen. 2 of which I've never even debated with. Can't handle facts  #SemST,feminist,against
25,"@user @user Well you are right, its pointless for you to try. Youre still an example of why there are #SemST",feminist,none
26,"It is not up to you to contemplate getting fired, feminists WILL get you fired @user @user  #GamerGate  #SemST",feminist,against
27,"You are not penetrating our vaginas, we,  WE ARE ENGULFING YOUR PENISES!  #insideamyschumer #SemST",feminist,favor
28,The statistics show that male victims of rape are more likely to be straight than gay. #SemST,feminist,none
29,Women in Hollywood are still getting paid less. It is 2015. #SemST,feminist,favor
30,texting my bf telling him to shave today so i find him optimally bangable next time i see him #SemST,feminist,against
31,"IF FEMINISTS WERE HONEST  ""Be careful, if you use logic in this conversation I will somehow drag it into rape""  #SemST",feminist,against
32,Feminism is nothing more than a cult that closes ranks whenever someone dares question them. #SemST,feminist,against
33,"'Half victims, half accomplices, like everyone else' Simone De Beavoir #SemST",feminist,none
34,I won't complain about equal rep of girls in gaming. Princess Peach & Zelda are kick-ass women. Samus is a beast. Hello! #gaming #SemST,feminist,favor
35,"Towie catchup, totally agree with ferne #TOWIE #SemST",feminist,none
36,"Im sorry if you going to be with me and call me ""you women"" like im a cadigory ill probably but boot out the door #SemST",feminist,favor
37,It's not about making women stronger. Women are already strong. It's about changing the way the world perceives that strength ! #SemST,feminist,favor
38,FINALLY A WOMEN RUNNING FOR PRESIDENT #SemST,feminist,favor
39,"I'm honestly surprised that feminist extremists like @user aren't screaming ""sexist!!"" at gay men. #SemST",feminist,against
40,Just been putting the finishing touches to a feminist-themed cryptic crossword... Standard. #crosswords #SemST,feminist,favor
41,Abusive Misogynist  @user whining that feminists are blocking him. Let's make his day and all bock him. #YesAllWomen #SemST,feminist,favor
42,Seriously can't believe they gave the women heat breaks and not the men #Wimbledon #SemST,feminist,against
43,Charlotte Church interviewing Pussy Riot at #Glasto2015 #fuckyeahglasto #SemST,feminist,none
44,I can't believe some of the reasons people say they need feminism. I need my dog for half of the same reasons.  #antifeminist #SemST,feminist,against
45,I love that girl @user on @user What the hell @user Way to diminish women's soccer #USWNT #SemST,feminist,favor
46,@user @user the fact you asked someone you blocked If they were now happy.....#SpankAFeminist #SemST,feminist,against
47,At the WGSS Discussion Forum at #alaac15. Love these librarians! #fuckyeahlibrarians #SemST,feminist,none
48,Because young girls are told not to be raped instead of telling boys not to rape #SemST,feminist,favor
49,RT @user I support whatever team buck supports #truefan #socceroos #bodypositive #SemST,feminist,none
50,.@brigadam @user The child could be seized for adoption to prolife couples or raised by mom alone - no $$. #SemST,feminist,none
51,"@user Do realise that you've painted all ""men"" with the same brush. So ""wilfully ignorant"" could be used to describe you #fail #SemST",feminist,against
52,"If we have equality women wouldn't be expected to submit to the ""traditions"" of marriage. #genderequality #SemST",feminist,favor
53,"Their other complaints are just fake shit they made up, this on the other hand is amazingly controlling and entitled 2/ #SemST",feminist,against
54,RT @user Nothing like dudes joking about molesting me right to my face... #SemST,feminist,favor
55,They don't call it MALE-volent for no reason #SemST,feminist,favor
56,They want equality but what they're doing is overpowering men. #feminazi #SemST,feminist,against
57,so i guess the new definition of ugly is believing in equal rights... LET ME BE UGLY THEN #SemST,feminist,favor
58,I just yelled at my boyfriend for trying to let me win for Mortal Kombat X. #SemST,feminist,favor
59,Feminists spread misandry. Always try two  create gender conflicts.   #FeminismIsCruelty #dontmancriminate #SemST,feminist,against
60,im a strong independent black woman who don't need no daddy #lol #girlpower #SemST,feminist,favor
61,@user yeah! I don't need feminism as I like it when my boyfriend chips in on food shops.Also I am too pretty.obvs #SemST,feminist,against
62,".@brigadam @user You just made the best case against feminist ""equality"" ever! Fuck feminism! #SemST",feminist,against
63,"@user @user @user ""running your dick sucker"" yes because THAT is the purpose of your mouth lol #SemST",feminist,against
64,"I guess crying over a NHL player is better/safer than getting violent over one, right? #Saad #Blackhawks #SemST",feminist,against
65,Lol what's so ugly about wanting to be equal? #SemST,feminist,favor
66,"So, I'm following @user lead & embracing the term #badfeminist. I'm too far from perfect and still learning. #SemST",feminist,favor
67,.@diistantecho Your wee sister believes in both Santa Claus and feminism. Think harder about what that means. #SemST,feminist,against
68,were even is the clifford on a Virginia? #stophidingit #SemST,feminist,none
69,The problem with liberals' tolerance is that it is only extended to those who agree with them #tcot #SemST,feminist,none
70,Just give me the attention you never gave anyone else. #ExtremeRules #NepalEarthquake #FreddieGray #RHOAReunion #SemST,feminist,none
71,Do you know the difference between Activism and Advocacy? #SDG #youthdevelopment #SemST,feminist,against
72,"Old, insecure females forcing hatred of men on a younger generation of women #SemST",feminist,against
73,Cat Pt. 2: Today I found my cat is a feminist. #cat #feminist #kindofanokstory #life #SemST,feminist,against
74,"@user @user hes lyin to u maam, u can see thru this transparent asshat. just call him a moron u no u wanna do it #SemST",feminist,against
75,"Because heckling #YesAllWomen & screaming ""LOOK AT ME!"" all day is an excellent way to show us you are a serious individual  #SemST",feminist,against
76,@user You need feminism more than you need anything else in your life. You couldn't survive or speak w/o it. #SemST,feminist,favor
77,Want revenge for being a slut?  Cry rape.  Then lie to the world and carry a mattress with you.  #rape #UglyFeminist #SemST,feminist,against
78,I don't understand how the concept of a male being a feminist doesn't get in some peoples heads. Equality? Anyone? #feminist #SemST,feminist,favor
79,"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day. #SemST",feminist,against
80,The queen won the royalty race not the king or prince #SemST,feminist,favor
81,"I like how rape is one of the most under reported crimes, but the unreported incidents are usually females raping males. But hey. #SemST",feminist,against
82,feminist: *says something about women to be treated as equal human beings*  some asshole: you're ugly  wow nice okay lmao  #SemST,feminist,against
83,"@user she lied you idiot, it's a fact & the reason that you won't acknowledge those facts is also the reason why #SemST",feminist,none
84,It's not just #Matildas that get paid less than their male counterparts... It's all women's sports- and in fact all women #SemST,feminist,favor
85,.@MyRainbowNinja @user This farm is fucking disgusting. #SemST,feminist,none
86,"@user This lady on yt is right, Radical feminist have the loudest voices while normal,logical feminist are being outspoken. #SemST",feminist,favor
87,Why is it bad for the Garrick Club to be men only but not bad for my gym to have a women only room? #Hypocrites #SemST,feminist,against
88,you know what's ugly? can't going out with a short skirt without being judged #SemST,feminist,favor
89,"IF FEMINISTS WERE HONEST ""Be careful, don't say 3rd world women suffer more or I will say you are a rapist"" #GamerGate #SemST",feminist,against
90,A vote by a woman is a wasted vote @user @user #SemST,feminist,against
91,when you get sexually harassed twice  #SemST,feminist,favor
92,"MRAs just tried to ""enlighten"" me, which went about as well as the flight of the Hindenburg. #SemST",feminist,favor
93,"Starting to compile evidence for blog post, how modern feminism shares the same traits as the Nazi propaganda #antifeminism #SemST",feminist,against
94,@user @user @user feminists want special right not equal right. Don't b a feminist #feministcruelty #SemST,feminist,against
95,"I take some solace in knowing that, at least, it means they don't know who that useless hack is... @user  #SemST",feminist,none
96,Never settle for anything less than your are worth. #SemST,feminist,against
97,"Being raised by a feminist in rotting, soiled clothes - ""I'm not your slave! #SemST",feminist,against
98,Girls don't wanna go to the strip with their bfs but beg him to go see Magic Mike XXL with them. #SemST,feminist,against
99,"Men don't have a right to talk over you, you're voice is important, you are a goddess and don't deserve to be silenced #SemST",feminist,favor
100,"Feminism on twitter is the black hole of human intelligence, just like creationism.  #GamerGate #SemST",feminist,against
101,So if I find a woman attractive I'm an objectifying pig. If I don't find her attractive I'm a shallow pig. #SemST,feminist,against
102,Radios r filled with feminist and rape propaganda. Feminism is alive n well in Malaysia. Their rape guilt tactics won't silence me #SemST,feminist,against
103,@user exactly women are so weak and incapable the sight of one in a slim skin is giving them an attack of the vapours #SemST,feminist,against
104,Feminism is a fashionable form of narcissism because personal trauma & personal retribution is what drives feminists. #SemST,feminist,against
105,Women's rights are #humanrights! Join the #CPDvoices twitter rally at 3pm ET if you agree! #CPD48 #SemST,feminist,favor
106,"Men can no longer look at women's boobs, tattoos, or even look them in the eyes.  Soon: mandatory castration for all males. #SemST",feminist,against
107,Feminists don't even understand what feminism is. #SemST,feminist,against
108,@user women don't need to shave. #SemST,feminist,favor
109,feminist response people wearing meninist clothes-  mock them or call them derogatory names? NOT A HATE GROUP ??? #SemST,feminist,against
110,"Hey first-world country white women bitching about gender inequality, you're going to be fine #killallmen #SemST",feminist,against
111,"Me (in jest): It's a man's world, y'know. Kaitlyn: I'll blow up the world then.  #SemST",feminist,favor
112,@user why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality #SemST,feminist,against
113,"Full of #narcissism and self-loathing, a lot of women out there like that. Its got sod all to do with #WrightStuff #WolfWhistling #SemST",feminist,against
114,"@user Feminists, go to the gym, lose some weight and stop to blame society for everything #SemST",feminist,against
115,"Meritocracy is only oppressive against the incompetent - if you believe it's sexist, YOU are the sexist one #therealkind #SemST",feminist,against
116,All I need in this life of sin is me and my girlfriend #SemST,feminist,none
117,"You want to hear something really ugly, 1 in 5 women will be sexually assaulted in their time in college #MisogynyIsUgly #SemST",feminist,favor
118,It is not a woman's place to be made to feel uncomfortable walking down the street. #PoppySmart #SemST,feminist,favor
119,Why is Paul Elam not one of the most hated men alive right now!? #feminist #SemST,feminist,favor
120,@user @user @user @user @user @user  FEEL decides who get support.  #SemST,feminist,none
121,"Spanish Civil War publishing cookbooks & author gender points to women's lack of access to education, ind wealth #osfc15 #SemST",feminist,against
122,"@user feminism does not equal woman's rights. Feminism is about vaulting one gender over another, NOT equality. #SemST",feminist,against
123,"All the people who support abortion, to bad their parents didn't practice that ""right""  #YesAllWomen #UniteBlue #SemST",feminist,against
124,I'm all for feminism but I can't stand the female entitlement and sense of over worth the popular culture presents.   #Meninist #SemST,feminist,against
125,"If masculinity is toxic, then I must be a nuclear waste facility. #gamergate #dumbfeminist #SemST",feminist,against
126,@user 'look we can discuss sexism in survival situations when I get back' #jurassicworld #SemST,feminist,none
127,Recenter your world. Be the captain of your ship. The author of your life story. #SemST,feminist,none
128,"@user Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like #SemST",feminist,favor
129,DEAR FEMINISTS  Why don't you expel the man-haters poisoning your feminism?  Why  you admire them?   #GamerGate #NotY... #SemST,feminist,against
130,@user Tell @user to stop speaking about women is such a belittling manner. You should NEVER lie to women. #Equality #asshole #SemST,feminist,favor
131,@user @user @user @user @user I have to stop tweeting now cause @user wants his tea making. #SemST,feminist,none
132,Upload sexually provocative pics up for all to see. But if someone you aren't attracted to looks it's harassment? Right #SemST,feminist,against
133,"@user @user Then there's the added level of irony: Their chosen figureheads: Not really ""body positive"" amirite? #SemST",feminist,against
134,DEAR FEMINIST SUPPORTERS People like you with your endless concessions to feminists just prevent their accountability. #SemST,feminist,against
135,"A ""Strong Feminist"" on Twitter is measured by how much she can type without thinking first. (then delete) #GamerGate #SemST",feminist,against
136,"@user nope, no more adultery now than 100 years ago or 600 years ago. Sorry facts don't fit your narrative. #prochoice #SemST",feminist,none
137,"Men that want ""credit"" from women for being feminists are not feminists at all.  They're just men wanting more privileges #vaw #p2 #SemST",feminist,favor
138,"All men accused of rape should be immediately castrated, no questions asked. #RapeCulture #HeForShe #SemST",feminist,favor
139,All I'm doing is reading GG tweets and getting angrier. Fuuuuuuuuuuuck men are privileged.  Time for bed. #FeminismIsAwfullyGreat #SemST,feminist,favor
140,"Grr! That subject is not allowed to be joked about! - Typical Feminist, regarding every topic of humor #SpankAFeminist #SemST",feminist,against
141,Why do girls/women spend so much time to be pretty and attractive and then complain if they're reduced to a sex symbol? #SemST,feminist,against
142,@user @user why not she's clearly a part of the squad females can't be with guys without being looked at as a hoe #SemST,feminist,favor
143,Men are dirty & evil yet feminism is happy to take their money via the state in a form of collective prostitution. #SemST,feminist,against
144,@user @user Innocent men should NOT be convicted of domestic violence! #SayNoToFeminism #SemST,feminist,against
